id;lat;long;type;site;code;name
11642;-5.107258;37.802053;Dressel 20;Posadas;FCVCV;Baetica
26668;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
12905;-5.52751;37.658961;Dressel 20;Lora del Río;MST;Baetica
26708;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
13724;-5.52751;37.658961;Dressel 20;Lora del Río;CONSFC;Baetica
6719;-5.52751;37.658961;Dressel 20;Lora del Río;VCLF;Baetica
13071;-5.666942;37.615058;Dressel 20;Alcolea del Río;POPVA;Baetica
28091;-5.666942;37.615058;Dressel 20;Alcolea del Río;LQS;Baetica
10936;-5.082599;37.542203;Dressel 20;Écija;LAEL;Baetica
11601;-5.107258;37.802053;Dressel 20;Posadas;MAT;Baetica
33321;-5.52751;37.658961;Dressel 20;Lora del Río;CHB;Baetica
853;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
7014;-5.52751;37.658961;Dressel 20;Lora del Río;POPVLI;Baetica
12382;-5.082599;37.542203;Dressel 20;Écija;MACQV;Baetica
6827;-5.52751;37.658961;Dressel 20;Lora del Río;MIM;Baetica
11511;-5.281208;37.700239;Dressel 20;Palma del Río;QIVTES;Baetica
12209;-5.09965;37.704938;Dressel 20;Fuente Palmera;AEFCA;Baetica
28089;-5.666942;37.615058;Dressel 20;Alcolea del Río;LQS;Baetica
6831;-5.52751;37.658961;Dressel 20;Lora del Río;MIM;Baetica
11066;-5.082599;37.542203;Dressel 20;Écija;LFCS;Baetica
38784;-5.082599;37.542203;Dressel 20;Écija;GERMA;Baetica
12437;-5.281208;37.700239;Dressel 20;Palma del Río;ALPAHC;Baetica
38866;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
6825;-5.52751;37.658961;Dressel 20;Lora del Río;MIM;Baetica
6753;-5.52751;37.658961;Dressel 20;Lora del Río;GEF;Baetica
26748;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
26671;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
13505;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
12514;-5.52751;37.658961;Dressel 20;Lora del Río;RL;Baetica
10945;-5.082599;37.542203;Dressel 20;Écija;OM;Baetica
12909;-5.52751;37.658961;Dressel 20;Lora del Río;LSLVP;Baetica
11226;-5.52751;37.658961;Dressel 20;Lora del Río;CRISPI;Baetica
21233;-5.34504;37.708919;Dressel 20;Peñaflor;QFR;Baetica
12862;-5.082599;37.542203;Dressel 20;Écija;LVIVCV;Baetica
11238;-5.281208;37.700239;Dressel 20;Palma del Río;CSTERTINIPAVLLINI;Baetica
26711;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
13748;-5.281208;37.700239;Dressel 20;Palma del Río;CI;Baetica
12918;-5.52751;37.658961;Dressel 20;Lora del Río;LTEL;Baetica
13573;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
13250;-5.666942;37.615058;Dressel 20;Alcolea del Río;DED;Baetica
12180;-5.02037;37.810702;Dressel 20;Almodóvar del Río;IVSA;Baetica
13014;-5.666942;37.615058;Dressel 20;Alcolea del Río;PN;Baetica
38939;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
12179;-5.02037;37.810702;Dressel 20;Almodóvar del Río;OFIVSV;Baetica
13241;-5.666942;37.615058;Dressel 20;Alcolea del Río;STP;Baetica
41666;-5.52751;37.658961;Dressel 20;Lora del Río;CCRASSISEMNI;Baetica
12093;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CALP;Baetica
11135;-5.52751;37.658961;Dressel 20;Lora del Río;POPVLI;Baetica
12937;-5.52751;37.658961;Dressel 20;Lora del Río;PMS;Baetica
29406;-5.871389;37.549445;Dressel 20;Brenes;HERMES;Baetica
11090;-5.52751;37.658961;Dressel 20;Lora del Río;POROCODV;Baetica
11823;-5.09965;37.704938;Dressel 20;Fuente Palmera;VAR;Baetica
21232;-5.34504;37.708919;Dressel 20;Peñaflor;QFR;Baetica
38788;-5.082599;37.542203;Dressel 20;Écija;GERMA;Baetica
10946;-5.082599;37.542203;Dressel 20;Écija;TATI;Baetica
38800;-5.082599;37.542203;Dressel 20;Écija;SEDAVITI;Baetica
10890;-5.082599;37.542203;Dressel 20;Écija;LAVRELIGERMANI;Baetica
38963;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
12501;-5.52751;37.658961;Dressel 20;Lora del Río;PORT;Baetica
13658;-5.646083;37.471248;Dressel 20;Carmona;LIT;Baetica
11221;-5.52751;37.658961;Dressel 20;Lora del Río;GAPMA;Baetica
12246;-5.107258;37.802053;Dressel 20;Posadas;CFSCVF;Baetica
863;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
11733;-5.02037;37.810702;Dressel 20;Almodóvar del Río;LIBERALINI;Baetica
33381;-5.646083;37.471248;Dressel 20;Carmona;LSPBO;Baetica
13490;-5.666942;37.615058;Dressel 20;Alcolea del Río;MM;Baetica
6832;-5.52751;37.658961;Dressel 20;Lora del Río;MIM;Baetica
13583;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
38902;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
11022;-5.871389;37.549445;Dressel 20;Brenes;PAH;Baetica
11437;-5.281208;37.700239;Dressel 20;Palma del Río;LCT;Baetica
11103;-5.52751;37.658961;Dressel 20;Lora del Río;LIT;Baetica
13037;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
13546;-5.666942;37.615058;Dressel 20;Alcolea del Río;MMCS;Baetica
13002;-5.666942;37.615058;Dressel 20;Alcolea del Río;LGG;Baetica
26700;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
11775;-5.02037;37.810702;Dressel 20;Almodóvar del Río;PRIS;Baetica
13622;-5.646083;37.471248;Dressel 20;Carmona;GM;Baetica
38816;-5.082599;37.542203;Dressel 20;Écija;FELICIS;Baetica
7123;-5.52751;37.658961;Dressel 20;Lora del Río;RVSR;Baetica
11644;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CIVLIBAR;Baetica
12215;-5.09965;37.704938;Dressel 20;Fuente Palmera;QDC;Baetica
26719;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
38868;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
26704;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
876;-5.233333;37.833333;Dressel 20 parva;Hornachuelos;LFF;Baetica
12101;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CALP;Baetica
13920;-5.281208;37.700239;Dressel 20;Palma del Río;BELLYB;Baetica
41698;-5.082599;37.542203;Dressel 20;Écija;FCAV;Baetica
12470;-5.52751;37.658961;Dressel 20;Lora del Río;DIA;Baetica
38932;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
26699;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
11163;-5.52751;37.658961;Dressel 20;Lora del Río;ENNIORVMIVLIORVM;Baetica
13729;-5.52751;37.658961;Dressel 20;Lora del Río;MRIC;Baetica
29665;-5.871389;37.549445;Dressel 20;Brenes;VIRIIII;Baetica
17759;-5.666942;37.615058;Dressel 20;Alcolea del Río;COMNI;Baetica
12226;-5.09965;37.704938;Dressel 20;Fuente Palmera;CCNS;Baetica
12095;-5.02037;37.810702;Dressel 20;Almodóvar del Río;FCSA;Baetica
11436;-5.281208;37.700239;Dressel 20;Palma del Río;LCT;Baetica
12094;-5.02037;37.810702;Dressel 20;Almodóvar del Río;FINRA;Baetica
41676;-5.52751;37.658961;Dressel 20;Lora del Río;AVGGGNNNCOLEARIFGRV;Baetica
29663;-5.871389;37.549445;Dressel 20;Brenes;VIRIII;Baetica
29478;-5.52751;37.658961;Dressel 20;Lora del Río;CENNIHISPANI;Baetica
12845;-5.082599;37.542203;Dressel 20;Écija;FEL;Baetica
13568;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNPHI;Baetica
28051;-5.52751;37.658961;Dressel 20;Lora del Río;POROCODV;Baetica
12949;-5.52751;37.658961;Dressel 20;Lora del Río;MHICA;Baetica
13567;-5.666942;37.615058;Dressel 20;Alcolea del Río;ANPHILOD;Baetica
38916;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
12312;-5.082599;37.542203;Dressel 20;Écija;MY;Baetica
903;-5.233333;37.833333;Dressel 20;Hornachuelos;SCALENSIA;Baetica
11908;-5.02037;37.810702;Dressel 20;Almodóvar del Río;THALI;Baetica
12869;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
10888;-5.082599;37.542203;Dressel 20;Écija;LAVRELIGERMANI;Baetica
11397;-5.281208;37.700239;Dressel 20;Palma del Río;FGFIVSFM;Baetica
13535;-5.666942;37.615058;Dressel 20;Alcolea del Río;IICCLLM;Baetica
26706;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
11441;-5.281208;37.700239;Dressel 20;Palma del Río;LVIBICHOMIS;Baetica
13032;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
28053;-5.52751;37.658961;Dressel 20;Lora del Río;BRPOD;Baetica
10875;-5.082599;37.542203;Dressel 20;Écija;COF;Baetica
11076;-5.52751;37.658961;Dressel 20;Lora del Río;POBPOD;Baetica
41661;-5.52751;37.658961;Dressel 20;Lora del Río;QCKS;Baetica
11269;-5.52751;37.658961;Dressel 20;Lora del Río;LFFV;Baetica
26712;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
11113;-5.52751;37.658961;Dressel 20;Lora del Río;POPVLI;Baetica
856;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
29418;-5.666942;37.615058;Dressel 20;Alcolea del Río;GRATI;Baetica
13516;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
12236;-5.09965;37.704938;Dressel 20;Fuente Palmera;CVVA;Baetica
26670;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
38906;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
11832;-5.09965;37.704938;Dressel 20;Fuente Palmera;FCVCV;Baetica
38809;-5.082599;37.542203;Dressel 20;Écija;ADE;Baetica
13559;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
12256;-5.107258;37.802053;Dressel 20;Posadas;AELIFVSCIANI;Baetica
26727;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
6973;-5.52751;37.658961;Dressel 20;Lora del Río;POROCODV;Baetica
38900;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
12832;-5.281208;37.700239;Dressel 20;Palma del Río;CIALB;Baetica
28087;-5.666942;37.615058;Dressel 20;Alcolea del Río;LQS;Baetica
11882;-5.233333;37.833333;Dressel 20;Hornachuelos;LAVG;Baetica
10900;-5.082599;37.542203;Dressel 20;Écija;LFC;Baetica
7190;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CAT;Baetica
12853;-5.082599;37.542203;Dressel 20;Écija;LACONE;Baetica
12930;-5.52751;37.658961;Dressel 20;Lora del Río;A;Baetica
38910;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
12550;-6.054101;37.287661;Dressel 20;Coria del Río;TP;Baetica
12549;-6.054101;37.287661;Dressel 20;Coria del Río;ATTENIAECYTONIDIS;Baetica
13500;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
9559;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
13269;-5.646083;37.471248;Dressel 20;Carmona;LICISPE;Baetica
13109;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
41696;-5.082599;37.542203;Dressel 20;Écija;FC;Baetica
38831;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
898;-5.233333;37.833333;Dressel 20;Hornachuelos;QSA;Baetica
11909;-5.02037;37.810702;Dressel 20;Almodóvar del Río;THALI;Baetica
13656;-5.646083;37.471248;Dressel 20;Carmona;LIT;Baetica
13523;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
12203;-5.107258;37.802053;Dressel 20;Posadas;AATF;Baetica
12948;-5.52751;37.658961;Dressel 20;Lora del Río;CH;Baetica
13107;-5.666942;37.615058;Dressel 20;Alcolea del Río;DEF;Baetica
29667;-5.871389;37.549445;Dressel 20;Brenes;VIRAV;Baetica
868;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
21236;-5.34504;37.708919;Dressel 20;Peñaflor;QSL;Baetica
13070;-5.666942;37.615058;Dressel 20;Alcolea del Río;AV;Baetica
907;-5.233333;37.833333;Dressel 20;Hornachuelos;S;Baetica
26695;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
41675;-5.52751;37.658961;Dressel 20;Lora del Río;AVGGGNNNCOLEARIFGRV;Baetica
13565;-5.666942;37.615058;Dressel 20;Alcolea del Río;DFN;Baetica
25830;-5.646083;37.471248;Dressel 20;Carmona;BARMASI;Baetica
38933;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
12097;-5.02037;37.810702;Dressel 20;Almodóvar del Río;VAR;Baetica
13045;-5.666942;37.615058;Dressel 20;Alcolea del Río;M;Baetica
11787;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CIVLIBAR;Baetica
12513;-5.52751;37.658961;Dressel 20;Lora del Río;MIM;Baetica
12168;-5.02037;37.810702;Dressel 20;Almodóvar del Río;NICXIII;Baetica
12887;-5.082599;37.542203;Dressel 20;Écija;L;Baetica
13507;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
862;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
6890;-5.52751;37.658961;Dressel 20;Lora del Río;MMR;Baetica
12400;-5.082599;37.542203;Dressel 20;Écija;LIDFIT;Baetica
12814;-5.107258;37.802053;Dressel 20;Posadas;PM;Baetica
38956;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
11824;-5.09965;37.704938;Dressel 20;Fuente Palmera;VAR;Baetica
13481;-5.666942;37.615058;Dressel 20;Alcolea del Río;IICCLLM;Baetica
11912;-5.02037;37.810702;Dressel 20;Almodóvar del Río;VICIORN;Baetica
38938;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
13021;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
12795;-4.772748;37.89155;Dressel 20;Córdoba;AVFER;Baetica
13246;-5.666942;37.615058;Dressel 20;Alcolea del Río;LQ;Baetica
38897;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
17755;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNPHI;Baetica
38795;-5.082599;37.542203;Dressel 20;Écija;PSAVITI;Baetica
11338;-5.281208;37.700239;Dressel 20;Palma del Río;BELCI;Baetica
33365;-5.646083;37.471248;Dressel 20;Carmona;LCFPC;Baetica
26683;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
12224;-5.09965;37.704938;Dressel 20;Fuente Palmera;CCNS;Baetica
928;-5.281208;37.700239;Dressel 20;Palma del Río;KV;Baetica
12231;-5.09965;37.704938;Dressel 20;Fuente Palmera;FCVCV;Baetica
28086;-5.666942;37.615058;Dressel 20;Alcolea del Río;LQS;Baetica
38890;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
29216;-5.646083;37.471248;Dressel 20;Carmona;LER;Baetica
13230;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
13728;-5.52751;37.658961;Dressel 20;Lora del Río;CORBEL;Baetica
11044;-5.871389;37.549445;Dressel 20;Brenes;CFSCVF;Baetica
7011;-5.52751;37.658961;Dressel 20;Lora del Río;POPVLI;Baetica
7018;-5.52751;37.658961;Dressel 20;Lora del Río;POPVLI;Baetica
38880;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
13680;-5.646083;37.471248;Dressel 20;Carmona;PNN;Baetica
38949;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
13033;-5.666942;37.615058;Dressel 20;Alcolea del Río;NIII;Baetica
13226;-5.666942;37.615058;Dressel 20;Alcolea del Río;IE;Baetica
26675;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
5575;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
12796;-5.02037;37.810702;Dressel 20;Almodóvar del Río;TVA;Baetica
11639;-5.107258;37.802053;Dressel 20;Posadas;MAVR;Baetica
890;-5.233333;37.833333;Dressel 20;Hornachuelos;LFLVC;Baetica
12420;-5.281208;37.700239;Dressel 20;Palma del Río;ABF;Baetica
13497;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
11067;-5.082599;37.542203;Dressel 20;Écija;FE;Baetica
13077;-5.666942;37.615058;Dressel 20;Alcolea del Río;ODV;Baetica
13632;-5.646083;37.471248;Dressel 20;Carmona;AFRICAN;Baetica
11443;-5.281208;37.700239;Dressel 20;Palma del Río;LVIBICHOMIS;Baetica
38853;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
10867;-5.082599;37.542203;Dressel 20;Écija;LFC;Baetica
13529;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
924;-5.281208;37.700239;Dressel 20;Palma del Río;TTLVC;Baetica
12062;-5.02037;37.810702;Dressel 20;Almodóvar del Río;LIBERALINI;Baetica
13615;-5.646083;37.471248;Dressel 20;Carmona;LSPBO;Baetica
13662;-5.646083;37.471248;Dressel 20;Carmona;LM;Baetica
13151;-5.666942;37.615058;Dressel 20;Alcolea del Río;CSR;Baetica
11277;-5.52751;37.658961;Dressel 20;Lora del Río;LER;Baetica
26669;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
13257;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CIVLIBAR;Baetica
11898;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CAT;Baetica
881;-5.233333;37.833333;Dressel 20;Hornachuelos;LFF;Baetica
12089;-5.02037;37.810702;Dressel 20;Almodóvar del Río;PRIS;Baetica
33349;-5.52751;37.658961;Dressel 20;Lora del Río;CMM;Baetica
6966;-5.52751;37.658961;Dressel 20;Lora del Río;POROCODV;Baetica
12522;-5.52751;37.658961;Dressel 20;Lora del Río;LIT;Baetica
11645;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CIVLIBAR;Baetica
33366;-5.646083;37.471248;Dressel 20;Carmona;LCS;Baetica
41703;-5.082599;37.542203;Dressel 20;Écija;SCLC;Baetica
33368;-5.646083;37.471248;Dressel 20;Carmona;LCS;Baetica
12211;-5.09965;37.704938;Dressel 20;Fuente Palmera;NICEFVAR;Baetica
13556;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
932;-5.281208;37.700239;Dressel 20;Palma del Río;PCHO;Baetica
11706;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CMARISILVANI;Baetica
6971;-5.52751;37.658961;Dressel 20;Lora del Río;POROCODV;Baetica
38801;-5.082599;37.542203;Dressel 20;Écija;IVCVNDI;Baetica
10839;-5.082599;37.542203;Dressel 20;Écija;IICAMILIMELISSI;Baetica
12234;-5.09965;37.704938;Dressel 20;Fuente Palmera;FCVCV;Baetica
38863;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
29622;-5.749515;37.373014;Dressel 20;Mairena del Alcor;LVALERIAMETISTI;Baetica
33374;-5.646083;37.471248;Dressel 20;Carmona;MFX;Baetica
13449;-5.871389;37.549445;Dressel 20;Brenes;GFS;Baetica
13526;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
13493;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
13484;-5.666942;37.615058;Dressel 20;Alcolea del Río;IICCLLM;Baetica
38934;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
13742;-5.52751;37.658961;Dressel 20;Lora del Río;PVAFAN;Baetica
17747;-5.666942;37.615058;Dressel 20;Alcolea del Río;HERM;Baetica
13503;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
28047;-5.52751;37.658961;Dressel 20;Lora del Río;POROCODV;Baetica
12378;-5.082599;37.542203;Dressel 20;Écija;LFC;Baetica
13172;-5.666942;37.615058;Dressel 20;Alcolea del Río;CANNIRVFINI;Baetica
11330;-5.281208;37.700239;Dressel 20;Palma del Río;AVRELIHERACLAE;Baetica
13614;-5.646083;37.471248;Dressel 20;Carmona;LHLHE;Baetica
13031;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
26640;-5.233333;37.833333;Dressel 20;Hornachuelos;PAH;Baetica
11123;-5.52751;37.658961;Dressel 20;Lora del Río;POPVLI;Baetica
11600;-5.107258;37.802053;Dressel 20;Posadas;MAT;Baetica
11222;-5.52751;37.658961;Dressel 20;Lora del Río;AMGALOD;Baetica
41697;-5.082599;37.542203;Dressel 20;Écija;FC;Baetica
13259;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CIVLIBAR;Baetica
12025;-5.02037;37.810702;Dressel 20;Almodóvar del Río;FABR;Baetica
41679;-5.52751;37.658961;Dressel 20;Lora del Río;KVFICGRVMCOLSICETASI;Baetica
5565;-5.666942;37.615058;Dressel 20;Alcolea del Río;IICCLLM;Baetica
12805;-5.107258;37.802053;Dressel 20;Posadas;CCVF;Baetica
9557;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
17741;-5.666942;37.615058;Dressel 20;Alcolea del Río;PCLODICELI;Baetica
41686;-5.52751;37.658961;Dressel 20;Lora del Río;LSSEX;Baetica
12177;-5.233333;37.833333;Dressel 20;Hornachuelos;PRIS;Baetica
41692;-5.082599;37.542203;Dressel 20;Écija;MAERIFICIANI;Baetica
33360;-5.52751;37.658961;Dressel 20;Lora del Río;QAELIOPTATI;Baetica
13018;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
11092;-5.52751;37.658961;Dressel 20;Lora del Río;CASII;Baetica
9563;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNPHI;Baetica
38881;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
13128;-5.646083;37.471248;Dressel 20;Carmona;LSPBO;Baetica
17503;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
38822;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
12166;-5.02037;37.810702;Dressel 20;Almodóvar del Río;MCF;Baetica
12381;-5.082599;37.542203;Dressel 20;Écija;LFC;Baetica
13194;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
13102;-5.666942;37.615058;Dressel 20;Alcolea del Río;MMCS;Baetica
12375;-5.082599;37.542203;Dressel 20;Écija;LAVRELIGERMANI;Baetica
12800;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CIVLIBAR;Baetica
13062;-5.666942;37.615058;Dressel 20;Alcolea del Río;DED;Baetica
11169;-5.52751;37.658961;Dressel 20;Lora del Río;PMS;Baetica
9541;-5.666942;37.615058;Dressel 20;Alcolea del Río;BARBA;Baetica
11224;-5.52751;37.658961;Dressel 20;Lora del Río;LSLSEN;Baetica
7023;-5.52751;37.658961;Dressel 20;Lora del Río;POPVLI;Baetica
26714;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
13654;-5.646083;37.471248;Dressel 20;Carmona;LIT;Baetica
9564;-5.666942;37.615058;Dressel 20;Alcolea del Río;QAG;Baetica
38967;-5.082599;37.542203;Dressel 20;Écija;V;Baetica
38943;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
11413;-5.281208;37.700239;Dressel 20;Palma del Río;FA;Baetica
28100;-5.666942;37.615058;Dressel 20;Alcolea del Río;LQS;Baetica
10992;-5.871389;37.549445;Dressel 20;Brenes;VIR;Baetica
11256;-5.281208;37.700239;Dressel 20;Palma del Río;Q;Baetica
10949;-5.082599;37.542203;Dressel 20;Écija;IVI;Baetica
11439;-5.281208;37.700239;Dressel 20;Palma del Río;LCT;Baetica
11720;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CMARISILVANI;Baetica
38852;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
38799;-5.082599;37.542203;Dressel 20;Écija;SEDAVITI;Baetica
4641;-6.198166;36.4759;Dressel 20;San Fernando (Cádiz);MAR;Baetica
26531;-5.973167;37.382826;Dressel 20;Seville;DOM;Baetica
11275;-5.52751;37.658961;Dressel 20;Lora del Río;NER;Baetica
26751;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
12248;-5.107258;37.802053;Dressel 20;Posadas;CFSCVF;Baetica
21228;-5.34504;37.708919;Dressel 20;Peñaflor;QAO;Baetica
6645;-5.52751;37.658961;Dressel 20;Lora del Río;QAELIOPTATI;Baetica
921;-5.281208;37.700239;Dressel 20;Palma del Río;TTLVC;Baetica
11072;-5.082599;37.542203;Dressel 20;Écija;FSVO;Baetica
869;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
38888;-5.082599;37.542203;Dressel 20;Écija;LIVNIMELISSI;Baetica
26851;-5.233333;37.833333;Dressel 20;Hornachuelos;SCALSIAG;Baetica
11826;-5.09965;37.704938;Dressel 20;Fuente Palmera;LFCT;Baetica
11142;-5.52751;37.658961;Dressel 20;Lora del Río;GPCI;Baetica
21231;-5.34504;37.708919;Dressel 20;Peñaflor;LIT;Baetica
13934;-5.646083;37.471248;Dressel 20;Carmona;REL;Baetica
10908;-5.082599;37.542203;Dressel 20;Écija;CIDIOF;Baetica
38912;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
13613;-5.646083;37.471248;Dressel 20;Carmona;LERP;Baetica
38931;-5.082599;37.542203;Dressel 20;Écija;CAMILIMELISSI;Baetica
13015;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
11722;-5.02037;37.810702;Dressel 20;Almodóvar del Río;CMARISILVANI;Baetica
41665;-5.52751;37.658961;Dressel 20;Lora del Río;CCRASSISEMNI;Baetica
13515;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
13023;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
17753;-5.666942;37.615058;Dressel 20;Alcolea del Río;M;Baetica
33345;-5.52751;37.658961;Dressel 20;Lora del Río;GM;Baetica
7187;-5.52751;37.658961;Dressel 20;Lora del Río;MMR;Baetica
10934;-5.082599;37.542203;Dressel 20;Écija;IAIO;Baetica
33322;-5.52751;37.658961;Dressel 20;Lora del Río;CONSFC;Baetica
26713;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
7022;-5.52751;37.658961;Dressel 20;Lora del Río;POPVLI;Baetica
26754;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
7056;-5.52751;37.658961;Dressel 20;Lora del Río;LQS;Baetica
13572;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
12544;-6.041843;37.433953;Dressel 20;Santiponce;LFC;Baetica
28044;-5.52751;37.658961;Dressel 20;Lora del Río;POROCODV;Baetica
5564;-5.666942;37.615058;Dressel 20;Alcolea del Río;IICCLLM;Baetica
13135;-5.646083;37.471248;Dressel 20;Carmona;ERNI;Baetica
12902;-5.34504;37.708919;Dressel 20;Peñaflor;A;Baetica
33358;-5.52751;37.658961;Dressel 20;Lora del Río;QAELIOPTATI;Baetica
7026;-5.52751;37.658961;Dressel 20;Lora del Río;POPVLI;Baetica
